name,rate,rnk,median_earn
Southern Nazarene University,0.5051,1200.5,54951.0
University of Nevada-Las Vegas,0.5051,1200.5,55037.0
Western Colorado University,0.505,1202.0,46833.0
Youngstown State University,0.5048,1203.0,41544.0
University of the Cumberlands,0.5043,1204.0,45036.0
Chadron State College,0.5041,1205.0,47002.0
Hannibal-LaGrange University,0.5039,1206.0,42643.0
San Francisco State University,0.5037,1207.0,68077.0
Benedictine University,0.5033,1208.0,63446.0
Montreat College,0.5031,1209.0,45151.0
Troy University,0.503,1210.0,42062.0
University of Puerto Rico-Rio Piedras,0.5026,1211.0,35723.0
The University of Tennessee-Chattanooga,0.5024,1212.0,51151.0
SUNY at Fredonia,0.5021,1213.0,54247.0
The University of Texas at El Paso,0.5017,1214.0,50923.0
Morningside University,0.5014,1215.0,55494.0
Eastern Kentucky University,0.5004,1216.0,45795.0
Rabbinical College Beth Shraga,0.5,1233.0,
Davis College,0.5,1233.0,31588.0
New York College of Health Professions,0.5,1233.0,31601.0
Mount Angel Seminary,0.5,1233.0,57436.0
Chamberlain University-Georgia,0.5,1233.0,92405.0
University of New Hampshire at Manchester,0.5,1233.0,66479.0
Notre Dame of Maryland University,0.5,1233.0,65344.0
Maryville College,0.5,1233.0,49279.0
American National University-Louisville,0.5,1233.0,28188.0
Caribbean University-Vega Baja,0.5,1233.0,22842.0
Mesivta Torah Vodaath Rabbinical Seminary,0.5,1233.0,
Hebrew Theological College,0.5,1233.0,33291.0
American University of Health Sciences,0.5,1233.0,93610.0
Talmudical Yeshiva of Philadelphia,0.5,1233.0,
Chamberlain University-Arizona,0.5,1233.0,92405.0
Fresno Pacific University,0.5,1233.0,58896.0
Criswell College,0.5,1233.0,43185.0
Southern California Seminary,0.5,1233.0,39607.0
California Miramar University,0.5,1233.0,
Northwest University-Center for Online and Extended Education,0.5,1233.0,54914.0
Southern California University of Health Sciences,0.5,1233.0,70649.0
Maharishi International University,0.5,1233.0,27981.0
Conception Seminary College,0.5,1233.0,50430.0
Christ Mission College,0.5,1233.0,
Hobe Sound Bible College,0.5,1233.0,39863.0
Evangel University-College of Online Learning,0.5,1233.0,46573.0
University of the Potomac-VA Campus,0.5,1233.0,34961.0
Kuyper College,0.5,1233.0,41066.0
Yeshiva Zichron Aryeh,0.5,1233.0,
Yeshivat Hechal Shemuel,0.5,1233.0,
Great Northern University,0.5,1233.0,
Union Bible College,0.5,1233.0,
Purdue University Global,0.5,1233.0,36596.0
Southern Connecticut State University,0.4993,1250.0,55043.0
University of Puerto Rico at Cayey,0.4983,1251.0,30958.0
California State University-Bakersfield,0.498,1252.0,59009.0
Lander University,0.4977,1253.5,42396.0
Salem State University,0.4977,1253.5,56662.0
University of Minnesota-Crookston,0.4976,1255.0,58056.0
Bryan College-Dayton,0.4974,1256.0,54434.0
Lincoln Memorial University,0.4966,1257.5,49956.0
Frostburg State University,0.4966,1257.5,55493.0
University of Hawaii-West Oahu,0.4955,1259.0,52075.0
Hope International University,0.4944,1260.0,49697.0
University of Massachusetts-Boston,0.4941,1261.0,65865.0
Southern Adventist University,0.4939,1262.0,53723.0
Lindenwood University,0.4933,1263.0,53278.0
University of Wisconsin-Milwaukee,0.4932,1264.0,54990.0
University of Mary Hardin-Baylor,0.4931,1265.0,56132.0
Trinity Washington University,0.4929,1266.0,53804.0
Warner Pacific University,0.4918,1267.5,55204.0
Alverno College,0.4918,1267.5,53145.0
Houston Christian University,0.4912,1269.0,55933.0
University of Puerto Rico-Mayaguez,0.491,1270.0,48992.0
Texas Woman's University,0.4906,1271.5,56544.0
University of Southern Mississippi,0.4906,1271.5,44140.0
University of Valley Forge,0.4904,1274.0,39016.0
Marymount Manhattan College,0.4904,1274.0,49131.0
University of Jamestown,0.4904,1274.0,56621.0
Clark Atlanta University,0.4902,1276.0,42712.0
Johnson & Wales University-Charlotte,0.4897,1277.0,43418.0
Northern State University,0.4894,1278.0,47618.0
Saint Johns River State College,0.4888,1279.0,41728.0
Georgetown College,0.4885,1280.5,52074.0
Hastings College,0.4885,1280.5,51303.0
Simpson University,0.4884,1282.5,54340.0
Brevard College,0.4884,1282.5,43545.0
Southern Arkansas University Main Campus,0.4882,1284.0,42386.0
Augusta University,0.4881,1285.0,48472.0
Chestnut Hill College,0.4878,1286.0,52015.0
Thiel College,0.4873,1287.0,49714.0
Northern Illinois University,0.4866,1289.0,57808.0
Northwest College,0.4866,1289.0,36950.0
Radford University,0.4866,1289.0,53739.0
Kansas Wesleyan University,0.4863,1291.0,51152.0
Pontifical Catholic University of Puerto Rico-Ponce,0.4859,1292.0,24908.0
University of Holy Cross,0.4857,1293.0,49316.0
Arkansas Tech University,0.4856,1294.0,41766.0
Xavier University of Louisiana,0.4855,1296.0,52184.0
California State Polytechnic University-Humboldt,0.4855,1296.0,47626.0
University of Arkansas at Monticello,0.4855,1296.0,36902.0
Belhaven University,0.4854,1298.0,46440.0
Coastal Carolina University,0.4846,1299.0,47258.0
Central Connecticut State University,0.4844,1300.0,58562.0
Adrian College,0.4842,1301.0,55504.0
Rocky Mountain College,0.4841,1302.0,49036.0
University of Hawaii at Hilo,0.4837,1303.0,47856.0
Lake-Sumter State College,0.4836,1304.0,39876.0
Dakota Wesleyan University,0.4832,1305.0,53728.0
Midwestern Baptist Theological Seminary,0.4828,1306.0,50535.0
Saginaw Valley State University,0.4825,1307.0,51955.0
University of Wisconsin-Green Bay,0.4822,1308.0,52528.0
Tarleton State University,0.4821,1309.0,53040.0
University of Southern Indiana,0.4818,1310.0,47605.0
Wilson College,0.4815,1311.0,43326.0
Averett University,0.4814,1312.0,51516.0
Rhode Island College,0.4813,1313.0,56318.0
Shawnee State University,0.4811,1314.0,39596.0
Delta State University,0.4806,1315.5,41991.0
St. Thomas University,0.4806,1315.5,54272.0
Eagle Gate College-Murray,0.48,1317.0,37518.0
Huntingdon College,0.4798,1318.0,49601.0
The University of Montana,0.4796,1319.0,44511.0
California State University-East Bay,0.4795,1320.0,71401.0
Bemidji State University,0.4787,1321.5,53755.0
King University,0.4787,1321.5,59831.0
Saint Joseph Seminary College,0.4783,1323.0,38366.0
Framingham State University,0.478,1324.5,52349.0
Valencia College,0.478,1324.5,40594.0
Indiana Institute of Technology,0.4779,1326.0,47327.0
Lenoir-Rhyne University,0.4778,1327.0,45543.0
University of Saint Mary,0.4776,1328.0,59483.0
Fort Hays State University,0.477,1329.0,48928.0
Brookline College-Tucson,0.4766,1330.0,29576.0
Concordia University Ann Arbor,0.4764,1331.5,56075.0
South Florida State College,0.4764,1331.5,39990.0
University of Pittsburgh-Bradford,0.4761,1333.0,66125.0
Tennessee Wesleyan University,0.4759,1334.0,45989.0
Missouri Baptist University,0.4758,1335.0,46660.0
Briar Cliff University,0.4751,1336.0,54475.0
Piedmont University,0.4741,1337.0,49130.0
The King's University,0.4737,1338.0,41471.0
Eastern Illinois University,0.4736,1339.0,51989.0
Catawba College,0.4729,1340.0,48793.0
Wilmington College,0.4727,1341.0,48491.0
Gallaudet University,0.4726,1342.0,43101.0
Bismarck State College,0.4724,1343.5,54277.0
Charleston Southern University,0.4724,1343.5,45898.0
Alaska Pacific University,0.4722,1346.5,54271.0
Vermont State University,0.4722,1346.5,50331.0
Felician University,0.4722,1346.5,57602.0
Cambridge College of Healthcare & Technology,0.4722,1346.5,28190.0
Rockford University,0.472,1349.0,54794.0
University of Puerto Rico-Humacao,0.4712,1351.0,29521.0
East Texas Baptist University,0.4712,1351.0,52788.0
Western Oregon University,0.4712,1351.0,51815.0
University of Nebraska at Omaha,0.4708,1353.0,53909.0
Brookline College-Albuquerque,0.4706,1354.5,29576.0
University of Virginia's College at Wise,0.4706,1354.5,45325.0
McNeese State University,0.4704,1356.0,46453.0
James A. Rhodes State College,0.4697,1357.0,41855.0
University of Colorado Colorado Springs,0.4693,1358.0,54659.0
LaGrange College,0.4692,1359.0,51745.0
Ferris State University,0.4687,1360.0,54735.0
Bethany College,0.4682,1361.0,44512.0
William Woods University,0.4681,1362.0,42401.0
Kentucky Wesleyan College,0.468,1363.0,46747.0
Columbia International University,0.4679,1364.0,38951.0
Mississippi University for Women,0.4677,1365.0,46128.0
Lyon College,0.4676,1366.0,44232.0
The College of Health Care Professions-Northwest,0.4673,1367.0,33070.0
Belmont Abbey College,0.4668,1368.5,47937.0
Winston-Salem State University,0.4668,1368.5,45344.0
Herzing University-Minneapolis,0.4667,1370.5,36909.0
Clarkson College,0.4667,1370.5,64876.0
Saint Mary-of-the-Woods College,0.4663,1372.0,43845.0
Kean University,0.4657,1373.0,57237.0
Zane State College,0.4648,1374.0,35006.0
Texas A & M International University,0.4647,1375.0,48386.0
Eastern Michigan University,0.4644,1376.0,51793.0
Randolph College,0.4639,1377.0,53409.0
Wingate University,0.4635,1378.0,52649.0
University of Puerto Rico-Aguadilla,0.4633,1379.0,27997.0
Old Dominion University,0.4632,1380.0,54914.0
Anna Maria College,0.4623,1381.0,46651.0
Weber State University,0.462,1382.5,56287.0
Greensboro College,0.462,1382.5,46566.0
Western Governors University,0.4618,1384.5,60615.0
University of Puerto Rico at Ponce,0.4618,1384.5,31394.0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,0.4615,1387.5,
Allegheny Wesleyan College,0.4615,1387.5,37453.0
University of Colorado Denver/Anschutz Medical Campus,0.4615,1387.5,64270.0
Ilisagvik College,0.4615,1387.5,39541.0
University of Wisconsin-Oshkosh,0.4614,1390.0,55548.0
Our Lady of the Lake University,0.4611,1391.0,48675.0
Trinity International University-Illinois,0.461,1392.0,46989.0
Manchester University,0.4608,1393.0,51504.0
Hardin-Simmons University,0.4604,1394.0,54771.0
Trinity Bible College and Graduate School,0.4595,1395.0,35604.0
Miami Dade College,0.4594,1396.0,40654.0
American International College,0.4591,1397.0,53124.0
Concordia University-Saint Paul,0.459,1398.0,59871.0
Renton Technical College,0.4586,1399.0,49782.0
Barton College,0.4585,1400.0,47913.0
Donnelly College,0.4583,1401.0,35715.0
Snow College,0.4582,1402.0,41022.0
Guilford College,0.4581,1403.0,47590.0
Benjamin Franklin Cummings Institute of Technology,0.4577,1404.0,57556.0
Mercy University,0.4571,1405.0,52055.0
Mosdos Yaakov V'Yisroel,0.4561,1406.5,
Indiana University-Kokomo,0.4561,1406.5,49917.0
Huertas College,0.4559,1408.5,22927.0
Cumberland University,0.4559,1408.5,57687.0
University of Charleston,0.4555,1410.0,55774.0
San Diego Global Knowledge University,0.4545,1412.5,
Rasmussen University-Kansas,0.4545,1412.5,39080.0
Franciscan Missionaries of Our Lady University,0.4545,1412.5,59419.0
Pacific Rim Christian University,0.4545,1412.5,40523.0
SUNY College of Technology at Delhi,0.4543,1415.0,51629.0
Southeastern Louisiana University,0.4541,1416.0,46482.0
Crown College,0.4539,1417.0,48057.0
SUNY College at Potsdam,0.453,1418.0,47866.0
Western Illinois University,0.4522,1419.0,54163.0
Erskine College,0.4518,1420.0,53459.0
Newberry College,0.4514,1421.0,48040.0
Utah Valley University,0.4511,1422.0,55486.0
Southwest Minnesota State University,0.451,1423.0,51342.0
Eastern New Mexico University-Main Campus,0.4509,1424.0,38550.0
Minot State University,0.4505,1425.0,51759.0
Quincy University,0.4504,1426.0,50369.0
Saint Leo University,0.45,1427.0,48364.0
Malone University,0.4498,1428.0,48909.0
Indian River State College,0.4491,1429.0,38315.0
Mars Hill University,0.4487,1430.0,44781.0
Urshan University,0.4483,1431.0,
William Peace University,0.4481,1432.0,46643.0
Escuela de Artes Plasticas y Diseno de Puerto Rico,0.4478,1433.0,21790.0
Oakwood University,0.4462,1434.0,42488.0
Concordia University Texas,0.446,1435.0,60883.0
Morgan Community College,0.4458,1436.0,39429.0
SUNY Old Westbury,0.4457,1437.0,58526.0
Wesleyan College,0.4452,1438.0,44317.0
College of Central Florida,0.4446,1439.0,38203.0
Caribbean University-Carolina,0.4444,1442.0,22842.0
American Jewish University,0.4444,1442.0,61954.0
Valor Christian College,0.4444,1442.0,
Mission University,0.4444,1442.0,38641.0
Hellenic College-Holy Cross Greek Orthodox School of Theology,0.4444,1442.0,51724.0
Full Sail University,0.4433,1445.0,38219.0
Skyline College,0.443,1446.0,55702.0
McMurry University,0.4429,1447.5,48779.0
Manhattan Christian College,0.4429,1447.5,48860.0
Fairmont State University,0.4425,1449.0,46857.0
Mid-America Christian University,0.4423,1450.0,46116.0
Inter American University of Puerto Rico-Guayama,0.4421,1451.0,25827.0
Marian University,0.4416,1452.0,53501.0
University of Science and Arts of Oklahoma,0.4413,1453.0,41913.0
Rochester Christian University,0.4412,1454.0,48707.0
Lindsey Wilson University,0.4406,1455.0,41129.0
Berkeley College-New York,0.4401,1456.0,45884.0
Angelo State University,0.4397,1457.0,50116.0
William Paterson University of New Jersey,0.4396,1458.0,57780.0
Bay Path University,0.4394,1459.0,55383.0
Louisiana Christian University,0.4387,1460.0,51700.0
Berkeley College-Woodland Park,0.4371,1461.0,40251.0
South Puget Sound Community College,0.437,1462.0,45039.0
Toccoa Falls College,0.4366,1463.0,36630.0
Pennsylvania State University-Penn State Erie-Behrend College,0.4363,1464.0,63435.0
Metropolitan State University,0.4357,1465.5,64705.0
Reinhardt University,0.4357,1465.5,46541.0
Lincoln University,0.4355,1467.0,43167.0
Moorpark College,0.4354,1468.5,49044.0
University of North Carolina at Pembroke,0.4354,1468.5,43407.0
Methodist University,0.4351,1470.5,48050.0
Elizabeth City State University,0.4351,1470.5,40026.0
University of West Georgia,0.4349,1472.5,49587.0
Eastern Washington University,0.4349,1472.5,57897.0
Professional Skills Institute,0.4348,1474.0,47765.0
Gulf Coast State College,0.4346,1475.5,38359.0
Grand Canyon University,0.4346,1475.5,42186.0
Turtle Mountain College,0.4341,1477.0,32079.0
Francis Marion University,0.4339,1478.0,43888.0
Bates Technical College,0.4337,1479.0,50051.0
Friends University,0.4335,1480.0,52113.0
Wenatchee Valley College,0.433,1481.0,41127.0
Ensign College,0.4329,1482.0,50630.0
Dillard University,0.4328,1483.0,39196.0
Drury University-College of Continuing Professional Studies,0.4324,1484.0,40694.0
Daytona State College,0.4323,1485.0,37096.0
Northwestern State University of Louisiana,0.432,1486.5,47021.0
Prairie View A & M University,0.432,1486.5,45411.0
Schreiner University,0.4318,1488.0,52228.0
Inter American University of Puerto Rico-San German,0.4316,1489.0,25416.0
East Stroudsburg University of Pennsylvania,0.4312,1490.0,56148.0
University of South Carolina-Upstate,0.4304,1491.5,48587.0
University of Arkansas Grantham,0.4304,1491.5,63496.0
Landmark College,0.4302,1493.0,29813.0
Eastern Oregon University,0.43,1494.0,50112.0
Mount Mary University,0.4296,1495.0,48745.0
Voorhees University,0.4295,1496.0,35339.0
Spartanburg Methodist College,0.4292,1497.0,42895.0
Purdue University Northwest,0.4291,1498.0,48318.0
Inter American University of Puerto Rico-Aguadilla,0.4288,1499.5,24776.0
Indiana State University,0.4288,1499.5,48387.0
Laurus College,0.4286,1503.5,30896.0
National University,0.4286,1503.5,67548.0
Ottawa University-Online,0.4286,1503.5,55552.0
Veritas Baptist College,0.4286,1503.5,
University of Massachusetts Global,0.4286,1503.5,65703.0
Yeshiva Yesoda Hatorah Vetz Chaim,0.4286,1503.5,
Southern New Hampshire University,0.4283,1507.0,50318.0
East Texas A&M University,0.4281,1508.0,50296.0
California State University-Dominguez Hills,0.4279,1509.0,57162.0
Clover Park Technical College,0.4275,1510.0,41787.0
Stephens College,0.4274,1511.5,43071.0
Midwestern State University,0.4274,1511.5,55747.0
Capitol Technology University,0.4268,1513.0,85035.0
Black Hills State University,0.4263,1514.0,46674.0
Caribbean University-Bayamon,0.4255,1515.5,22842.0
Southeastern University,0.4255,1515.5,46744.0
Eastwick College-Hackensack,0.4254,1517.0,39762.0
Southern Oregon University,0.4253,1518.0,49175.0
Atenas University,0.4248,1519.0,20231.0
ECPI University,0.4246,1520.0,42837.0
Lakeland University,0.4245,1521.0,55961.0
Oklahoma State University Institute of Technology,0.4239,1522.0,45634.0
Valdosta State University,0.4236,1523.0,49361.0
SUNY College of Agriculture and Technology at Cobleskill,0.4234,1524.0,45030.0
Emmanuel University,0.4228,1525.0,38208.0
Columbia College,0.4219,1526.0,45378.0
Mitchell College,0.4218,1527.0,39115.0
Warner University,0.4213,1528.0,46086.0
Midland University,0.4212,1529.0,52163.0
South College,0.4211,1530.5,36642.0
South University-Richmond,0.4211,1530.5,34421.0
Lees-McRae College,0.4208,1532.0,43415.0
Campbellsville University,0.4201,1533.0,41583.0
Warren Wilson College,0.42,1534.0,36260.0
North Carolina Wesleyan University,0.4197,1535.0,45873.0
Graceland University-Lamoni,0.4195,1536.0,47361.0
Eastern Arizona College,0.4194,1537.5,38018.0
Pennsylvania State University-Penn State Shenango,0.4194,1537.5,63435.0
University of Wisconsin-Superior,0.4188,1539.0,49606.0
Texas A&M University-Kingsville,0.4187,1540.0,51450.0
Nossi College of Art and Design,0.418,1541.0,35113.0
Columbus State University,0.4176,1542.0,44544.0
Young Harris College,0.4175,1543.0,47195.0
SAE Institute of Technology-Nashville,0.4173,1544.0,39544.0
Centralia College,0.4172,1545.0,43140.0
Wright State University-Main Campus,0.4169,1546.0,49500.0
Saint Charles Borromeo Seminary-Overbrook,0.4167,1549.5,55225.0
Southeastern Free Will Baptist Bible College,0.4167,1549.5,
University of Pikeville,0.4167,1549.5,48231.0
Bellingham Technical College,0.4167,1549.5,49748.0
Herzing University-Brookfield,0.4167,1549.5,36909.0
Chamberlain University-Illinois,0.4167,1549.5,92405.0
University of Arkansas at Little Rock,0.4165,1553.5,45265.0
North Carolina Central University,0.4165,1553.5,42968.0
University of North Texas at Dallas,0.4164,1555.5,
Virginia Wesleyan University,0.4164,1555.5,50074.0
Eureka College,0.4161,1557.0,51641.0
Missouri Southern State University,0.4158,1558.0,42620.0
Nelson University,0.4156,1559.0,46238.0
Rasmussen University-Florida,0.4155,1560.0,39080.0
Big Bend Community College,0.4151,1561.0,43814.0
Cleary University,0.4146,1562.0,54186.0
Inter American University of Puerto Rico-Ponce,0.4144,1563.0,26721.0
Seminole State College of Florida,0.4129,1565.0,41733.0
Sterling College,0.4129,1565.0,45846.0
Los Angeles Film School,0.4129,1565.0,31632.0
Los Angeles College of Music,0.4127,1567.5,31758.0
Art Academy of Cincinnati,0.4127,1567.5,34368.0
Empire State University,0.4123,1569.0,54080.0
University of Bridgeport,0.4119,1570.0,50323.0
Antioch College,0.4118,1571.5,
Rabbinical College of Ohr Shimon Yisroel,0.4118,1571.5,
Bethel College-North Newton,0.4112,1573.0,49898.0
Sinclair Community College,0.4111,1575.5,37558.0
MiraCosta College,0.4111,1575.5,43845.0
Montana State University-Northern,0.4111,1575.5,49505.0
Fort Valley State University,0.4111,1575.5,36666.0
Palm Beach State College,0.4106,1578.0,41923.0
Ohio Dominican University,0.4102,1579.0,51748.0
Western Nevada College,0.41,1580.5,41987.0
Pasco-Hernando State College,0.41,1580.5,39903.0
Wright State University-Lake Campus,0.4091,1582.0,49500.0
Morgan State University,0.4087,1583.0,50698.0
Great Basin College,0.4086,1584.0,39289.0
Northern Marianas College,0.4074,1585.5,27836.0
The Evergreen State College,0.4074,1585.5,45320.0
Midway University,0.4069,1587.0,44246.0
Georgia Southwestern State University,0.4064,1588.0,48757.0
Colorado Mesa University,0.4061,1589.0,45823.0
Mayville State University,0.406,1590.0,47828.0
Cheyney University of Pennsylvania,0.4059,1591.0,37837.0
Bryan University,0.4056,1592.0,40283.0
Thomas More University,0.405,1593.0,59384.0
Gods Bible School and College,0.4048,1594.0,37722.0
University of Arkansas at Pine Bluff,0.4043,1595.0,35550.0
University of Wisconsin-Parkside,0.404,1596.5,51129.0
Life Pacific University,0.404,1596.5,43299.0
University of Southern Maine,0.4035,1598.0,49958.0
Saint Cloud State University,0.4032,1599.0,55813.0
University of Michigan-Flint,0.4031,1600.0,53230.0
The Southern Baptist Theological Seminary,0.4025,1601.0,
Austin Peay State University,0.4024,1602.0,44301.0
Lewis-Clark State College,0.4017,1603.5,46001.0
Texas A&M University-San Antonio,0.4017,1603.5,54338.0
Texas A & M University-Corpus Christi,0.4015,1605.0,51865.0
Indiana University-South Bend,0.4009,1606.0,44947.0
University of Dubuque,0.4008,1607.0,51190.0
Universidad Central Del Caribe,0.4,1612.0,31468.0
Metropolitan College of New York,0.4,1612.0,46236.0
Albizu University-Miami,0.4,1612.0,41544.0
Ecclesia College,0.4,1612.0,40650.0
Yeshiva Gedolah of Greater Detroit,0.4,1612.0,
Keser Torah-Mayan Hatalmud,0.4,1612.0,
College of Biblical Studies-Houston,0.4,1612.0,39260.0
Sessions College,0.4,1612.0,
Midwives College of Utah,0.4,1612.0,
Grayson College,0.3994,1617.0,40873.0
Pontifical Catholic University of Puerto Rico-Mayaguez,0.3989,1618.0,24908.0
Arizona Christian University,0.3987,1619.5,51612.0
Tiffin University,0.3987,1619.5,35942.0
Clayton  State University,0.3986,1621.0,49179.0
University of South Carolina Aiken,0.3985,1622.0,45603.0
Greenville University,0.3982,1623.0,46827.0
Baptist Health Sciences University,0.398,1624.0,72529.0
Colorado State University Pueblo,0.3973,1625.0,55563.0
University of Pittsburgh-Greensburg,0.397,1626.0,66125.0
Southwestern Oklahoma State University,0.3969,1627.0,45744.0
The University of Texas Permian Basin,0.3967,1628.0,56073.0
Indiana University-East,0.3958,1629.0,47156.0
Aims Community College,0.3957,1630.0,41887.0
Coker University,0.3953,1631.0,40117.0
Grays Harbor College,0.3947,1632.5,40865.0
Fremont University,0.3947,1632.5,39003.0
Virginia State University,0.3944,1634.5,45543.0
University of Maine at Fort Kent,0.3944,1634.5,51077.0
Adams State University,0.3942,1636.0,44372.0
Atlantic University,0.3941,1637.0,25272.0
Idaho State University,0.3939,1638.0,45608.0
Mary Baldwin University,0.393,1639.0,44427.0
Pennsylvania State University-Penn State Scranton,0.3929,1640.5,63435.0
Davis & Elkins College,0.3929,1640.5,43411.0
Talmudical Seminary of Bobov,0.3922,1642.0,22432.0
Florida SouthWestern State College,0.3921,1643.0,43421.0
Indiana University-Southeast,0.3919,1644.5,47596.0
Vaughn College of Aeronautics and Technology,0.3919,1644.5,64973.0
West Virginia State University,0.3918,1646.0,40492.0
Culver-Stockton College,0.3916,1647.0,46092.0
Broward College,0.3913,1648.0,41939.0
Delaware State University,0.391,1649.0,49307.0
Concord University,0.3897,1650.0,42703.0
Clark College,0.3895,1651.0,42356.0
Inter American University of Puerto Rico-Arecibo,0.3892,1653.0,24539.0
Vincennes University,0.3892,1653.0,41110.0
Alice Lloyd College,0.3892,1653.0,40573.0
American Baptist College,0.3889,1657.0,41216.0
West Coast University-Ontario,0.3889,1657.0,102672.0
DeVry University-Ohio,0.3889,1657.0,45987.0
AdventHealth University,0.3889,1657.0,72282.0
Universidad Teologica del Caribe,0.3889,1657.0,23536.0
Northwest Florida State College,0.3888,1660.0,39664.0
Inter American University of Puerto Rico-Metro,0.3881,1661.0,30821.0
Green River College,0.3877,1662.0,50712.0
Siena Heights University,0.3862,1663.5,57529.0
Pennsylvania State University-Penn State Fayette- Eberly,0.3862,1663.5,63435.0
Missouri Western State University,0.3854,1665.0,42647.0
Norfolk State University,0.385,1666.0,44666.0
Fayetteville State University,0.3846,1668.5,40144.0
Pillar College,0.3846,1668.5,45577.0
Clear Creek Baptist Bible College,0.3846,1668.5,41623.0
Eagle Gate College-Layton,0.3846,1668.5,37518.0
SUNY College of Technology at Canton,0.3845,1671.0,47860.0
Park University,0.3843,1672.0,56309.0
Laramie County Community College,0.384,1673.0,44783.0
Utah Tech University,0.3839,1674.0,44570.0
State College of Florida-Manatee-Sarasota,0.3829,1675.0,40318.0
St Petersburg College,0.3825,1676.0,42557.0
Walla Walla Community College,0.3822,1677.0,43526.0
Humacao Community College,0.3821,1678.0,20064.0
Bowie State University,0.382,1679.0,54537.0
CEM College-Humacao,0.3818,1680.0,21033.0
University of Baltimore,0.3816,1681.0,61335.0
Bloomfield College of Montclair State University,0.3811,1682.0,61415.0
Georgia Military College,0.3803,1683.0,39257.0
Inter American University of Puerto Rico-Barranquitas,0.3802,1684.0,23204.0
University of Alaska Fairbanks,0.3801,1685.5,48866.0
Edison State Community College,0.3801,1685.5,41360.0
University of New Orleans,0.3799,1687.0,47872.0
Lake Erie College,0.3795,1688.5,50417.0
Tallahassee State College,0.3795,1688.5,37561.0
Life University,0.3793,1690.0,47397.0
University of Arkansas-Fort Smith,0.3788,1691.0,41102.0
Barry University,0.3787,1692.0,55966.0
Truett McConnell University,0.3781,1693.0,46700.0
Kent State University at Tuscarawas,0.3774,1694.0,45388.0
Shorter University,0.3769,1695.0,44604.0
Inter American University of Puerto Rico-Fajardo,0.3767,1696.0,23132.0
The College of Westchester,0.3765,1697.0,42215.0
Virginia University of Lynchburg,0.3762,1698.0,28396.0
Peru State College,0.3761,1699.0,47071.0
Louisiana State University-Shreveport,0.3754,1700.0,47477.0
Alaska Bible College,0.375,1702.0,
Strayer University-Maryland,0.375,1702.0,40092.0
University of the West,0.375,1702.0,
Central Wyoming College,0.3744,1704.0,34402.0
Faulkner University,0.374,1705.0,43457.0
Indiana University-Northwest,0.3738,1706.0,43361.0
Henderson State University,0.3734,1707.0,43459.0
Lamar University,0.3732,1708.0,49652.0
University of North Georgia,0.3729,1709.0,50135.0
Cypress College,0.3728,1710.0,43533.0
University of Puerto Rico-Carolina,0.3727,1711.0,30626.0
California College of ASU,0.3723,1712.0,42014.0
Herzing University-Orlando,0.3714,1713.0,36909.0
University of Puerto Rico,0.3706,1714.0,34409.0
Odessa College,0.3702,1715.0,42026.0
Lake Washington Institute of Technology,0.3701,1716.0,50669.0
Bluefield State University,0.37,1717.0,38217.0
University of Guam,0.369,1718.5,35946.0
The University of Tennessee Southern,0.369,1718.5,38924.0
Peninsula College,0.3688,1720.5,37078.0
Columbia College,0.3688,1720.5,41338.0
Florida State College at Jacksonville,0.3683,1722.0,42244.0
University of Central Oklahoma,0.3676,1723.0,48351.0
Lackawanna College,0.3673,1724.0,41000.0
Kent State University at Stark,0.3672,1725.0,45388.0
Kentucky Christian University,0.3667,1727.0,42375.0
Caribbean University-Ponce,0.3667,1727.0,22842.0
Naropa University,0.3667,1727.0,28720.0
South Carolina State University,0.3663,1729.0,38262.0
Everett Community College,0.3662,1730.0,45434.0
DeVry University-Illinois,0.3657,1731.0,45987.0
San Joaquin Valley College-Visalia,0.3647,1732.0,38317.0
Concordia University-Chicago,0.3646,1733.0,54089.0
Pensacola State College,0.3642,1734.0,36739.0
Whatcom Community College,0.3639,1735.0,44092.0
Strayer University-Virginia,0.3636,1738.0,40092.0
Yeshiva Yesodei Hatorah,0.3636,1738.0,
South Florida Bible College and Theological Seminary,0.3636,1738.0,45354.0
Rabbinical College Ohr Yisroel,0.3636,1738.0,
Universidad Adventista de las Antillas,0.3636,1738.0,28465.0
Purdue University Fort Wayne,0.3627,1741.5,45872.0
Santa Monica College,0.3627,1741.5,42193.0
Solano Community College,0.3619,1743.0,44170.0
Grambling State University,0.3616,1744.0,41109.0
Abraham Baldwin Agricultural College,0.3615,1745.0,34996.0
Skagit Valley College,0.3612,1746.0,43505.0
North Central State College,0.3606,1747.0,38158.0
University of Rio Grande,0.3602,1748.0,41478.0
Academy College,0.36,1750.0,48300.0
Beal University,0.36,1750.0,35639.0
Great Lakes Christian College,0.36,1750.0,31053.0
Keystone College,0.3587,1752.0,44976.0
Crowley's Ridge College,0.3585,1753.0,39533.0
Baker College,0.3583,1754.0,35833.0
Bellevue College,0.3578,1755.0,56310.0
Bethany College,0.3574,1756.0,49694.0
Southwestern College,0.3568,1757.0,55646.0
Fort Lewis College,0.3564,1758.0,46349.0
Highline College,0.3546,1759.0,47869.0
Front Range Community College,0.3545,1760.0,45910.0
Northeastern State University,0.3536,1761.0,45379.0
Polk State College,0.3534,1762.0,40624.0
University of Maryland Eastern Shore,0.3533,1763.0,47697.0
